PetrieLength, Size
ReflexibleManiplex([ 48, 48 ], "((r0*r1)^2*r2*r1*r2)^2,(r1*r0)^2*r2*(r1*r0)^2*r2*((r1*r0)^2*r1*r2*r0*r1*r0)^2,(r1*r2*(r1*r0)^2*(r1*r2)^2)^2*(r1*r0*(r1*r2)^2)^2*(r1*r2)^2*(r1*r0)^3*(r1*r2)^2*r1*r0,(r2*r1*r0)^12")#12#1728
ReflexibleManiplex([ 12, 48 ], "(r1*r0*r1*r2*(r1*r0)^4)^2,r2*r0*r1*r2*r0*(r1*r2)^15*(r0*r1*r2)^2*r1*r2*(r1*r2*r0)^2*(r1*r2)^2*r1,(r2*r0)^2,((r2*r1)^2*r0*r1*r0)^2")#48#1728
ReflexibleManiplex([ 24, 12 ], "((r0*r1*r2*r1)^2*r2*r1*r2)^2,r1*r2*r1*(r0*r1*r2)^4*(r0*r1)^2*(r2*r1)^2*r2,(r1*(r2*r1*r0)^2*r1*r0*r1*r0)^2,(r2*r0)^2,(r2*(r1*r0)^3*(r2*r1)^2)^2")#12#1728
ReflexibleManiplex([ 12, 12 ], "r0*(r1*r2*r1*r0*r2)^2*(r1*r0*r2*r1*r0)^2*r1*r0*r2*r1*r2,r0*(r1*r2)^5*(r0*r1)^5*r2,(r1*r2*r1*r0*(r2*r1)^3*r0)^2,(r2*r0)^2,(r2*r1)^2*r2*(r0*r1)^3*(r2*r1)^3*(r0*r1)^2*r0")#24#1728
ReflexibleManiplex([ 12, 12 ], "((r1*r2)^2*r1*r0)^2,(r2*r0)^2,(r2*r1*r0)^7*(r1*r2*(r1*r0)^2)^2*r2*r1*r0,r2*r1*r2*(r1*r2*r0)^2*(r1*r2)^2*(r0*r1)^3*r0")#24#1728
ReflexibleManiplex([ 18, 18 ], "(r1*r0*r1*r2*r1*r0*r2*r1*r2)^2,r1*r0*(r1*r2)^2*r1*r0*r1*(r0*r1*r2)^2*(r0*r1)^4*r2,(r1*r0*r2*r1*r0)^4,(r1*r2*r0)^6,(r1*r2)^4*(r0*r1)^5*r2*r0*r1*r2,(r2*r0)^2")#6#1728
ReflexibleManiplex([ 12, 24 ], "(r2*r0)^2,r2*r1*r0*(r1*r2)^8*r1*r0*r1*r2*(r1*r0)^2*r1,r2*r1*r2*r0*r1*(r0*r1*r2)^2*(r0*r1)^2*r0,(r2*r1*r2*r0*r1)^2*r2*r0*r1*r2*r1*r0,((r2*r1)^2*(r0*r1)^3)^2")#6#1728
ReflexibleManiplex([ 12, 24 ], "(r2*r0*r1)^2*(r0*r1)^2*r2*r1*r2*r0*r1*r2*(r1*r0)^2*r1*r2*r0*r1,(r2*r1*(r0*r1*r2)^3*r1)^2,r2*r1*r2*(r0*r1*r2*r1)^2*r2*r0*r1*r2*(r0*r1)^4*r0,(r2*r1)^5*r2*(r1*r0*(r2*r1)^2*r0)^2*r1")#12#1728
ReflexibleManiplex([ 12, 24 ], "(r0*r1*(r0*r1*r2)^2)^2,(r1*r2)^3*r0*r1*r2*(r1*r0)^2*(r1*r2)^2*r0,(r2*r0)^2,r2*r1*r0*(r1*r2)^8*(r1*r0)^2*r2*(r1*r0)^3,((r2*r1)^2*(r0*r1)^3)^2")#12#1728
ReflexibleManiplex([ 12, 12 ], "r0*(r1*r0*r2)^6*r1*r2*r1*r0*(r1*r2)^2*(r0*r1*r2*r1)^2*r2,(r2*r0)^2,(r2*(r1*r0)^2*r1)^2,(r2*r1)^3*r2*r0*r1*(r0*r1*r2)^2*(r0*r1)^2*r0")#24#1728
ReflexibleManiplex([ 18, 18 ], "(r1*r0)^4*(r2*r1)^5*r0*r2*r1*r0,r1*r0*(r1*r0*r1*r2)^2*(r1*r2)^3*r0*r1*r0*(r2*r1)^2*r2,(r1*r0*r1*r2*(r0*r1)^2*r2)^2,(r1*r0*r2)^6,(r1*r0*r2*r1*r2)^4,(r2*r0)^2")#6#1728
ReflexibleManiplex([ 434, 14 ], "((r1*r0)^6*r1*r2)^2,(r1*r0)^2*r1*r2*(r0*r1)^24*r0*r2*(r1*r0)^35,((r1*r2)^2*r0)^2")#62#1736
ReflexibleManiplex([ 14, 434 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^3*r0*(r1*r2)^59*r0")#62#1736
ReflexibleManiplex([ 434, 62 ], "((r1*r0)^6*r1*r2*r0)^2,(r1*r0)^3*((r1*r0)^2*r1*r2)^2*(r1*r0)^53,((r1*r2)^2*r0)^2")#14#1736
ReflexibleManiplex([ 62, 434 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^7*r0)^2")#14#1736
ReflexibleManiplex([ 58, 30 ], "(r1*r0)^7*r1*(r0*r1*r2)^14*(r0*r1)^7*r0*r2,(r1*r0*r1*r2)^2")#435#1740
ReflexibleManiplex([ 435, 30 ], "(r1*r0)^22*r2*(r1*r0)^7*r2,((r1*r2)^2*r0)^2")#58#1740
ReflexibleManiplex([ 30, 58 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*r2*r1*r0*(r2*r1)^4*r2*(r1*r2*r0)^13")#435#1740
ReflexibleManiplex([ 30, 435 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^7*r0*(r1*r2)^22*r0")#58#1740
ReflexibleManiplex([ 435, 58 ], "(r1*r0)^6*r1*r2*(r1*r0)^21*r1*r2,((r1*r2)^2*r0)^2")#30#1740
ReflexibleManiplex([ 58, 435 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^15*(r1*r0)^14")#30#1740
ReflexibleManiplex([ 290, 6 ], "(r1*r0)^61*r2*r1*r0*r2*(r1*r0)^73*r2*(r1*r0)^10,(r1*r0*r1*r2)^2")#435#1740
ReflexibleManiplex([ 10, 174 ], "(r1*r0*r1*r2)^2,(r1*r2)^73*(r0*r1*r2)^4*r0*(r1*r2)^10")#435#1740
ReflexibleManiplex([ 435, 6 ], "(r1*r0)^88*r1*r2*(r0*r1)^56*r0*r2,((r1*r0)^2*r1*r2)^2,((r1*r2)^2*r0)^2")#290#1740
ReflexibleManiplex([ 435, 174 ], "((r1*r0)^4*r1*r2*r0)^2,r1*r2*(r1*r0)^5*r1*r2*(r1*r0)^80,((r1*r2)^2*r0)^2")#10#1740
ReflexibleManiplex([ 174, 10 ], "(r1*r0)^29*(r2*r1*r0)^3*r2*(r1*r0)^45*r2*(r1*r0)^10,(r1*r0*r1*r2)^2")#435#1740
ReflexibleManiplex([ 6, 290 ], "(r1*r0*r1*r2)^2,(r1*r2)^133*(r0*r1*r2)^2*r0*(r1*r2)^10")#435#1740
ReflexibleManiplex([ 6, 435 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^143*r0")#290#1740
ReflexibleManiplex([ 174, 435 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^5*(r1*r0)^81,((r1*r2)^5*r0)^2")#10#1740
ReflexibleManiplex([ 435, 10 ], "(r1*r0)^70*r1*r2*(r0*r1)^16*r0*r2,((r1*r0)^4*r1*r2)^2,((r1*r2)^2*r0)^2")#174#1740
ReflexibleManiplex([ 435, 290 ], "((r1*r0)^2*r1*r2*r0)^2,r1*r0*r1*r2*r1*r0*r1*r2*(r1*r0)^141,((r1*r2)^2*r0)^2")#6#1740
ReflexibleManiplex([ 10, 435 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^82")#174#1740
ReflexibleManiplex([ 290, 435 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^3*(r1*r0)^141,((r1*r2)^3*r0)^2")#6#1740
ReflexibleManiplex([ 436, 4 ], "((r1*r0)^99*r2*(r1*r0)^10)^2,(r1*r0*r1*r2)^2")#218#1744
ReflexibleManiplex([ 4, 436 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^207*r2*r0")#218#1744
ReflexibleManiplex([ 436, 218 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^216")#4#1744
ReflexibleManiplex([ 218, 436 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2")#4#1744
ReflexibleManiplex([ 46, 38 ], "(r0*r1)^3*r2*(r0*r1)^2*r0*(r1*r0*r2)^17*r1*r2,(r1*r0*r1*r2)^2")#437#1748
ReflexibleManiplex([ 437, 38 ], "(r1*r0)^21*r2*(r1*r0)^2*r2,((r1*r2)^2*r0)^2")#46#1748
ReflexibleManiplex([ 38, 46 ], "(r1*r0*r1*r2)^2,(r2*r1)^5*r0*r2*(r1*r2*r0)^17*r1*r0")#437#1748
ReflexibleManiplex([ 38, 437 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^21*r0")#46#1748
ReflexibleManiplex([ 437, 46 ], "(r1*r0)^8*r1*r2*r1*r0*r1*r2*(r1*r0)^12,((r1*r2)^2*r0)^2")#38#1748
ReflexibleManiplex([ 46, 437 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^19*(r1*r0)^4")#38#1748
ReflexibleManiplex([ 438, 146 ], "((r1*r0)^2*r1*r2*r0)^2,r1*r2*(r1*r0)^3*r1*r2*(r1*r0)^141,((r1*r2)^2*r0)^2")#6#1752
ReflexibleManiplex([ 146, 438 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^3*r0)^2")#6#1752
ReflexibleManiplex([ 6, 438 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^141")#146#1752
ReflexibleManiplex([ 438, 6 ], "((r1*r0)^58*r2*(r1*r0)^15)^2,((r1*r0)^2*r1*r2)^2,((r1*r2)^2*r0)^2")#146#1752
ReflexibleManiplex([ 219, 219 ], "r1*r2*(r1*r0)^2*r1*r2*((r1*r0)^15*(r1*r2*(r1*r0)^6)^2*r1*r2*(r1*r0)^2*r1*r2*(r1*r0)^35*r1*r2*(r1*r0)^2*r1*r2*r1*r0)^2*(r1*r0)^15*(r1*r2*(r1*r0)^6)^2*r1*r2*(r1*r0)^2*r1*r2*(r1*r0)^36,r2*r0*(r1*r2)^2*(r0*r1)^2")#4#1752
ReflexibleManiplex([ 440, 22 ], "(r0*r1)^10*r2*(r0*r1)^20*r0*r2*(r1*r0)^9*r1,((r1*r0)^10*r1*r2)^2,((r1*r2)^2*r0)^2")#40#1760
ReflexibleManiplex([ 22, 440 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^9*r0*(r1*r2)^31*r0")#40#1760
ReflexibleManiplex([ 440, 40 ], "((r1*r0)^10*r1*r2*r0)^2,r1*r0*((r1*r0)^8*r1*r2)^2*(r1*r0)^21,((r1*r2)^2*r0)^2")#22#1760
ReflexibleManiplex([ 40, 440 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^11*r0)^2")#22#1760
ReflexibleManiplex([ 110, 88 ], "(r1*r0)^15*r1*r2*(r1*r0)^5*r1*r2,((r1*r0)^9*r1*r2*r0)^2,(r1*r0*r1*r2*r1*r0*r2)^2,((r1*r2)^4*r0)^2")#40#1760
ReflexibleManiplex([ 220, 8 ], "(r1*r0)^45*(r2*r1*r0)^2*r2*(r1*r0)^53*r2*(r1*r0)^10,(r1*r0*r1*r2)^2")#440#1760
ReflexibleManiplex([ 20, 88 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*(r1*r0*r2)^4*r1*r0*(r2*r1)^25*(r2*r0*r1)^4*r2*r0")#440#1760
ReflexibleManiplex([ 220, 88 ], "((r1*r0)^9*r1*r2*r0)^2,(r1*r0*r1*r2*r1*r0*r2)^2,r1*r2*(r1*r2*(r1*r0)^4)^3*(r1*r0)^6,((r1*r2)^4*r0)^2")#40#1760
ReflexibleManiplex([ 220, 44 ], "((r1*r0)^9*r1*r2*r0)^2,(r1*r0)^8*r1*r2*r1*r0*r1*r2*(r1*r0)^33,((r1*r2)^2*r0)^2")#20#1760
ReflexibleManiplex([ 440, 8 ], "((r1*r0)^35*r2*(r1*r0)^20)^2,((r1*r0)^3*r1*r2)^2,((r1*r2)^2*r0)^2")#110#1760
ReflexibleManiplex([ 40, 88 ], "(r1*r0)^3*r1*((r0*r1)^6*r2)^2*(r0*r1)^4*r0,((r1*r0)^3*r1*r2)^2,(r1*r0*r1*r2*r1*r0*r2)^2,(r1*r2*r0)^4*(r1*r2)^2*r1*r0*(r2*r1)^9*(r2*r0*r1)^4*(r2*r1)^2*r0*r2")#110#1760
ReflexibleManiplex([ 440, 88 ], "((r1*r0)^4*r1*r2*r0)^2,(r1*r0)^3*r1*r2*(r1*r0)^3*r1*r2*(r1*r0)^80,((r1*r2)^2*r0)^2")#10#1760
ReflexibleManiplex([ 440, 8 ], "(r1*r0)^76*r1*r2*(r0*r1)^33*r0*r2,((r1*r0)^3*r1*r2)^2,((r1*r2)^2*r0)^2")#220#1760
ReflexibleManiplex([ 40, 88 ], "(r1*r0)^3*r1*((r0*r1)^6*r2)^2*(r0*r1)^4*r0,((r1*r0)^3*r1*r2)^2,(r1*r0*r1*r2*r1*r0*r2)^2,r1*r2*r0*(r1*r2)^2*(r1*r2*r0)^2*r1*r2*r1*(r2*r1*r0)^2*(r2*r1)^9*(r2*r0*r1)^4*r2*r0")#220#1760
ReflexibleManiplex([ 440, 88 ], "((r1*r0)^9*r1*r2*r0)^2,(r1*r0)^6*r1*r2*(r1*r0)^6*r1*r2*(r1*r0)^30,((r1*r2)^2*r0)^2")#20#1760
ReflexibleManiplex([ 440, 4 ], "(r1*r0)^120*r1*r2*(r0*r1)^99*r0*r2,(r1*r0*r1*r2)^2")#440#1760
ReflexibleManiplex([ 40, 44 ], "(r1*r0*r1*r2)^2,r2*(r1*r2*r0)^20*r1*r2*r1")#440#1760
ReflexibleManiplex([ 440, 44 ], "((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^20")#40#1760
ReflexibleManiplex([ 88, 110 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0*r1*r2*r1*r0*r2)^2,(r1*r2)^3*((r1*r2)^3*(r1*r0)^2)^2*r1*r2*(r1*r0)^8,((r1*r2)^10*r0)^2")#40#1760
ReflexibleManiplex([ 88, 20 ], "(r1*r0)^8*(r1*r0*r2)^9*(r1*r0)^17*r2*(r1*r0)^10,(r1*r0*r1*r2)^2")#440#1760
ReflexibleManiplex([ 8, 220 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*r2*r1*r0*(r2*r1)^97*r2*r0*r1*r2*r0")#440#1760
ReflexibleManiplex([ 88, 220 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0*r1*r2*r1*r0*r2)^2,((r1*r2)^4*r1*r0*r1*r0)^2*(r1*r2)^2*(r1*r0)^8,((r1*r2)^10*r0)^2")#40#1760
ReflexibleManiplex([ 44, 220 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^10*r0)^2")#20#1760
ReflexibleManiplex([ 88, 40 ], "(r0*r1)^5*(r0*r1*r0*r2*r1*r0*r1*(r0*r1*r2)^2)^2*(r0*r1*r2)^2*(r0*r1)^2*(r0*r1*r2)^2*r0*r1,((r1*r0)^3*r1*r2)^2,(r1*r0*r1*r2*r1*r0*r2)^2,(r1*r2)^2*r0*(r1*r2)^18*r0")#110#1760
ReflexibleManiplex([ 8, 440 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^3*r0*(r1*r2)^107*r0")#110#1760
ReflexibleManiplex([ 88, 440 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^5*r0)^2")#10#1760
ReflexibleManiplex([ 88, 40 ], "(r0*r1)^6*r0*r2*(r1*r0*r1*(r0*r1*r2)^2*r0)^2*(r1*r2*r0)^2*r1*r0*r2*r1*r0*r1*(r0*r1*r2)^2*r0*r1,((r1*r0)^3*r1*r2)^2,(r1*r0*r1*r2*r1*r0*r2)^2,(r1*r2)^2*r0*(r1*r2)^18*r0")#220#1760
ReflexibleManiplex([ 8, 440 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^105")#220#1760
ReflexibleManiplex([ 88, 440 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^10*(r1*r0)^33,((r1*r2)^10*r0)^2")#20#1760
ReflexibleManiplex([ 44, 40 ], "(r1*r0*r1*r2)^2,r1*r2*(r0*r1)^2*(r0*r1*r2)^19*r0")#440#1760
ReflexibleManiplex([ 4, 440 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^209*r2*r0")#440#1760
ReflexibleManiplex([ 44, 440 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^20*r1*r0*r1*r0")#40#1760
ReflexibleManiplex([ 110, 40 ], "(r0*r1)^16*r2*(r0*r1)^6*r2,((r1*r0)^9*r1*r2)^2,(r1*r0*r1*r2*r1*r0*r2)^2,((r1*r2)^4*r0)^2")#88#1760
ReflexibleManiplex([ 10, 440 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^4*r0*(r1*r2)^84*r0")#88#1760
ReflexibleManiplex([ 110, 440 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^4*r0)^2")#8#1760
ReflexibleManiplex([ 220, 40 ], "((r1*r0)^9*r1*r2)^2,(r1*r0)^7*(r2*r1*r0)^2*(r1*r0)^2*r1*((r0*r1)^5*r2)^2*r0,(r1*r0*r1*r2*r1*r0*r2)^2,((r1*r2)^4*r0)^2")#88#1760
ReflexibleManiplex([ 20, 440 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^7*r0*(r1*r2)^37*r0")#88#1760
ReflexibleManiplex([ 220, 440 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^4*(r1*r0)^105,((r1*r2)^4*r0)^2")#8#1760
ReflexibleManiplex([ 220, 20 ], "(r1*r0)^9*r1*((r0*r1)^12*r2)^2*(r0*r1)^10*r0,((r1*r0)^9*r1*r2)^2,((r1*r2)^2*r0)^2")#44#1760
ReflexibleManiplex([ 20, 220 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^42*r0")#44#1760
ReflexibleManiplex([ 220, 220 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,(r2*r0)^2")#4#1760
ReflexibleManiplex([ 440, 10 ], "((r1*r0)^19*r2*(r1*r0)^25)^2,((r1*r0)^4*r1*r2)^2,((r1*r2)^2*r0)^2")#88#1760
ReflexibleManiplex([ 40, 110 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0)^2*(r1*r0*r1*r2)^2*(r1*r0)^14,(r1*r0*r1*r2*r1*r0*r2)^2,(r1*r2)^6*r0*(r1*r2)^16*r0")#88#1760
ReflexibleManiplex([ 440, 110 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0)^2*r1*r2*(r1*r0)^2*r1*r2*(r1*r0)^104,((r1*r2)^2*r0)^2")#8#1760
ReflexibleManiplex([ 440, 20 ], "((r1*r0)^9*r1*r2)^2,r1*r0*r1*r2*(r0*r1)^37*r2*(r0*r1)^5*r0,((r1*r2)^2*r0)^2")#88#1760
ReflexibleManiplex([ 40, 220 ], "((r1*r0)^3*r1*r2*r0)^2,(r1*r0)^2*(r1*r0*r1*r2)^2*(r1*r0)^14,(r1*r0*r1*r2*r1*r0*r2)^2,(r2*r1*r0)^2*(r2*r1)^3*r2*r0*(r1*r2)^15*r0*r1*r2*r1")#88#1760
ReflexibleManiplex([ 440, 220 ], "((r1*r0)^3*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^108")#8#1760
ReflexibleManiplex([ 440, 40 ], "(r1*r0)^21*r2*r1*r0*r2,((r1*r2)^2*r0)^2")#44#1760
ReflexibleManiplex([ 40, 440 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^17")#44#1760
ReflexibleManiplex([ 440, 440 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2,r1*r2*r1*r2*(r1*r0)^218,(r2*r0)^2")#4#1760
ReflexibleManiplex([ 55, 55 ], "(r1*r0*r2)^4,(r1*r2*r1*r0)^2*(r1*r0)^3*(r1*r2)^5*r1*r0*(r1*r2*r1*r0*(r1*r2)^2)^2*r1*r2*(r1*r0)^4*((r1*r2)^7*r1*r0*r1*r2*r1*r0*r1*r2)^2*(r1*r2)^4*(r1*r0)^3,r1*((r2*r1)^2*r0*r1*r0)^2*r1*r2*r0")#4#1760
ReflexibleManiplex([ 294, 147 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^3*(r1*r0)^143,((r1*r2)^3*r0)^2")#6#1764
ReflexibleManiplex([ 126, 63 ], "(r1*r0*r2*r1*r0)^2,((r2*r1)^6*r2*r0*r1)^2")#14#1764
ReflexibleManiplex([ 18, 441 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^47*r0")#98#1764
ReflexibleManiplex([ 18, 9 ], "(r1*r0*r2)^14,r1*r2*(r1*r0)^2*r1*r2*(r1*r2*r1*r0)^2*r1*r2,((r1*r2)^2*r0*r1*r2)^2,(r1*r2)^3*(r1*r0)^6,(r2*r0)^2")#14#1764
ReflexibleManiplex([ 98, 441 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^9*(r1*r0)^39,((r1*r2)^9*r0)^2")#18#1764
ReflexibleManiplex([ 6, 294 ], "(r1*r0*r1*r2)^2,(r1*r2)^135*(r0*r1*r2)^2*r0*(r1*r2)^10")#147#1764
ReflexibleManiplex([ 42, 42 ], "(r0*r1*r2)^21,(r2*r1*r0*r1)^2")#21#1764
ReflexibleManiplex([ 294, 6 ], "(r1*r0)^61*r2*r1*r0*r2*(r1*r0)^75*r2*(r1*r0)^10,(r1*r0*r1*r2)^2")#147#1764
ReflexibleManiplex([ 126, 14 ], "(r1*r0)^15*(r1*r0*r2)^35*(r1*r0)^13,(r2*r0)^2,(r2*r1*r0*r1)^2")#63#1764
ReflexibleManiplex([ 18, 98 ], "(r1*r0*r1*r2)^2,(r1*r2)^31*(r0*r1*r2)^9*(r1*r2)^9")#441#1764
ReflexibleManiplex([ 14, 126 ], "(r2*r1*r0*r1)^2,(r2*r1)^26*(r0*r2*r1)^3*(r2*r1)^2*r0*r2*(r1*r2*r0)^31*r1")#63#1764
ReflexibleManiplex([ 98, 18 ], "(r1*r0)^4*(r1*r0*r2)^8*(r1*r0)^27*r2*(r1*r0)^10,(r1*r0*r1*r2)^2")#441#1764
ReflexibleManiplex([ 63, 126 ], "(r0*r2*(r1*r0)^6*r1)^2,(r1*r0)^7*r1*r2*r1*r0*r1*r2*((r1*r0)^5*r1*r2*r1*r0)^2*r1*r0*(r1*r2)^38,((r2*r1*r0*r1)^2*r0)^2,(r2*r1*r0*r2*r1)^2")#14#1764
ReflexibleManiplex([ 441, 18 ], "(r0*r1)^26*r2*(r0*r1)^20*r0*r2*(r1*r0)^2*r1,((r1*r0)^8*r1*r2)^2,((r1*r2)^2*r0)^2")#98#1764
ReflexibleManiplex([ 9, 18 ], "((r0*r1)^2*r2*r0*r1)^2,(r1*r0*r2)^14,(r2*r0)^2,(r2*r1)^3*r0*(r2*r1*r0*r1)^2*r0*r2*r1")#14#1764
ReflexibleManiplex([ 147, 294 ], "(r2*(r0*r1)^3)^2,(r2*r1*r2*r0*r1)^2,(r2*r1)^15*(r0*r1)^3*r2*(r1*r0)^104*r1*r2*(r1*r0*r1*r2*(r1*r0*r1*r2*r1*r0)^3)^2*r1*r2*r1")#6#1764
ReflexibleManiplex([ 441, 98 ], "((r1*r0)^8*r1*r2*r0)^2,(r1*r0)^2*(r1*r0*r1*r2)^2*(r1*r0)^43,((r1*r2)^2*r0)^2")#18#1764
ReflexibleManiplex([ 442, 34 ], "((r1*r0)^12*r1*r2*r0)^2,(r1*r0)^11*r1*r2*(r1*r0)^3*r1*r2*(r1*r0)^18,((r1*r2)^2*r0)^2")#26#1768
ReflexibleManiplex([ 442, 26 ], "(r0*r1)^12*r2*(r0*r1)^17*r0*r2*(r1*r0)^4*r1,((r1*r0)^12*r1*r2)^2,((r1*r2)^2*r0)^2")#34#1768
ReflexibleManiplex([ 34, 442 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^13*r0)^2")#26#1768
ReflexibleManiplex([ 26, 442 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^4*r0*(r1*r2)^30*r0")#34#1768
ReflexibleManiplex([ 444, 12 ], "((r1*r0)^7*r2*(r1*r0)^30)^2,((r1*r0)^5*r1*r2)^2,((r1*r2)^2*r0)^2")#74#1776
ReflexibleManiplex([ 444, 4 ], "((r1*r0)^101*r2*(r1*r0)^10)^2,(r1*r0*r1*r2)^2")#222#1776
ReflexibleManiplex([ 148, 12 ], "(r1*r0)^25*(r2*r1*r0)^4*r2*(r1*r0)^35*r2*(r1*r0)^10,(r1*r0*r1*r2)^2")#222#1776
ReflexibleManiplex([ 222, 12 ], "(r1*r0)^69*r1*r2*(r0*r1)^4*r0*r2,((r1*r0)^5*r1*r2)^2,((r1*r2)^2*r0)^2")#148#1776
ReflexibleManiplex([ 444, 6 ], "((r1*r0)^59*r2*(r1*r0)^15)^2,((r1*r0)^2*r1*r2)^2,((r1*r2)^2*r0)^2")#148#1776
ReflexibleManiplex([ 12, 444 ], "(r1*r0*r1*r2*r0)^2,(r2*r1)^4*r0*r2*r1*r0*(r2*r1)^69")#74#1776
ReflexibleManiplex([ 12, 148 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*(r1*r0*r2)^2*r1*r0*(r2*r1)^59*(r2*r0*r1)^2*r2*r0")#222#1776
ReflexibleManiplex([ 4, 444 ], "(r1*r0*r1*r2)^2,(r1*r2)^10*r1*r0*(r2*r1)^211*r2*r0")#222#1776
ReflexibleManiplex([ 6, 444 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^2*r0*(r1*r2)^146*r0")#148#1776
ReflexibleManiplex([ 12, 222 ], "(r1*r0*r1*r2*r0)^2,(r1*r2)^4*r0*(r1*r2)^70*r0")#148#1776
ReflexibleManiplex([ 444, 74 ], "((r1*r0)^5*r1*r2*r0)^2,r1*r2*(r1*r0)^6*r1*r2*(r1*r0)^66,((r1*r2)^2*r0)^2")#12#1776
ReflexibleManiplex([ 111, 148 ], "((r0*r1)^2*r2*r0*r1)^2,r1*r0*(r1*r2)^4*(r1*r0)^32,(r1*r2*r0)^6,((r1*r2)^3*r0*r1*r2)^2,(r2*r0)^2")#6#1776
ReflexibleManiplex([ 74, 444 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^6*r0)^2")#12#1776
ReflexibleManiplex([ 148, 111 ], "((r0*r1)^3*r2*r0*r1)^2,(r1*r2*r0)^6,(r1*r2*r1*r0)^2*(r1*r2)^2*(r1*r0)^2*r1*r2*(r1*r0)^28,(r2*r0)^2,((r2*r1)^2*r0*r2*r1)^2")#6#1776
ReflexibleManiplex([ 222, 148 ], "((r1*r0)^5*r1*r2*r0)^2,(r1*r0)^3*r1*r2*(r1*r0)^3*r1*r2*(r1*r0)^66,((r1*r2)^2*r0)^2")#12#1776
ReflexibleManiplex([ 444, 148 ], "((r1*r0)^2*r1*r2*r0)^2,r1*r0*r1*r2*r1*r0*r1*r2*(r1*r0)^144,((r1*r2)^2*r0)^2")#6#1776
ReflexibleManiplex([ 148, 222 ], "(r1*r0*r1*r2*r0)^2,r1*r0*(r1*r2)^6*(r1*r0)^67,((r1*r2)^6*r0)^2")#12#1776
ReflexibleManiplex([ 148, 444 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^3*r0)^2")#6#1776
ReflexibleManiplex([ 222, 444 ], "(r1*r0*r1*r2*r0)^2,((r1*r2)^2*r0)^2")#4#1776
